,b_max,a_max,a_min,L_median,maturity
19/05/18 19:19,202.0,163.0,112.0,229.0,MATURE
19/05/18 19:49,203.0,163.0,112.0,229.0,MATURE
19/05/18 20:19,204.0,164.0,113.0,229.0,MATURE
19/05/18 20:49,206.0,165.0,103.0,17.0,MATURE
19/05/18 21:19,205.0,163.0,112.0,229.0,MATURE
19/05/18 21:49,205.0,162.0,113.0,228.0,MATURE
19/05/18 22:19,207.0,165.0,100.0,17.0,MATURE
19/05/18 22:50,204.0,164.0,112.0,229.0,MATURE
19/05/18 23:20,203.0,161.0,112.0,229.0,MATURE
19/05/18 23:50,204.0,162.0,112.0,229.0,MATURE
20/05/18 00:20,203.0,162.0,112.0,228.0,MATURE
20/05/18 00:50,204.0,162.0,112.0,230.0,MATURE
20/05/18 01:20,203.0,163.0,112.0,228.0,MATURE
20/05/18 01:51,203.0,166.0,113.0,229.0,MATURE
20/05/18 02:21,204.0,163.0,112.0,229.0,MATURE
20/05/18 02:51,203.0,163.0,112.0,229.0,MATURE
20/05/18 03:21,205.0,161.0,112.0,228.0,MATURE
20/05/18 03:51,204.0,162.0,112.0,229.0,MATURE
20/05/18 04:21,202.0,164.0,112.0,229.0,MATURE
20/05/18 04:51,204.0,164.0,112.0,229.0,MATURE
20/05/18 05:22,203.0,164.0,113.0,230.0,MATURE
20/05/18 05:52,202.0,161.0,113.0,229.0,MATURE
20/05/18 06:22,202.0,163.0,112.0,229.0,MATURE
20/05/18 06:38,190.0,146.0,96.5,182.5,UNDERMATURE
20/05/18 06:38,189.5,144.0,96.5,181.5,UNDERMATURE
20/05/18 07:08,184.0,146.0,98.5,183.5,UNDERMATURE
20/05/18 06:38,183.5,136.5,98.5,185.5,UNDERMATURE
20/05/18 06:38,181.0,141.0,98.0,185.0,UNDERMATURE
20/05/18 07:08,185.0,143.0,94.5,189.0,UNDERMATURE
20/05/18 07:38,187.0,145.0,93.5,191.0,UNDERMATURE
20/05/18 08:08,188.0,143.5,91.5,190.5,UNDERMATURE
20/05/18 08:39,187.5,143.5,95.5,191.0,UNDERMATURE
20/05/18 09:09,185.5,141.0,92.5,189.5,UNDERMATURE
20/05/18 09:39,186.0,141.0,93.0,188.5,UNDERMATURE
20/05/18 10:09,187.0,142.5,95.5,190.5,UNDERMATURE
20/05/18 10:39,185.5,143.0,96.0,191.0,UNDERMATURE
20/05/18 11:09,186.0,142.0,95.0,189.5,UNDERMATURE
20/05/18 11:39,185.5,144.0,94.5,188.5,UNDERMATURE
20/05/18 12:10,190.0,142.0,96.0,188.5,UNDERMATURE
20/05/18 12:40,188.0,144.5,94.5,190.5,UNDERMATURE
20/05/18 13:10,187.5,141.5,95.0,190.5,UNDERMATURE
20/05/18 13:40,185.0,139.5,93.5,190.5,UNDERMATURE
20/05/18 14:10,185.5,141.0,96.0,189.5,UNDERMATURE
20/05/18 14:40,186.0,141.0,96.5,188.5,UNDERMATURE
20/05/18 15:10,186.0,139.5,92.5,190.0,UNDERMATURE
21/05/18 04:43,187.5,142.0,92.5,190.5,UNDERMATURE
21/05/18 05:13,186.0,154.0,88.0,19.0,UNDERMATURE
21/05/18 05:43,188.5,142.0,95.5,189.5,UNDERMATURE
21/05/18 06:14,186.0,139.5,95.5,190.5,UNDERMATURE
21/05/18 06:44,185.5,141.5,96.0,189.5,UNDERMATURE
21/05/18 07:14,184.5,143.5,95.0,190.5,UNDERMATURE
21/05/18 07:44,188.0,153.0,89.0,20.0,UNDERMATURE
21/05/18 08:14,186.5,139.5,93.0,189.0,UNDERMATURE
21/05/18 08:44,185.5,141.0,92.5,190.5,UNDERMATURE
21/05/18 09:15,184.0,140.0,94.0,190.5,UNDERMATURE
21/05/18 09:45,186.0,138.5,92.0,189.0,UNDERMATURE
21/05/18 10:15,187.0,140.0,93.0,190.5,UNDERMATURE
21/05/18 10:45,187.0,141.5,95.5,190.5,UNDERMATURE
21/05/18 11:15,180.0,144.0,95.5,183.5,UNDERMATURE
21/05/18 11:45,183.0,143.5,92.5,179.0,UNDERMATURE
21/05/18 12:15,188.5,146.0,95.0,186.5,UNDERMATURE
21/05/18 12:46,186.5,144.0,94.5,191.5,UNDERMATURE
21/05/18 13:16,190.5,146.0,96.5,189.5,UNDERMATURE
21/05/18 13:46,187.5,146.0,94.0,191.0,UNDERMATURE
21/05/18 14:16,183.0,145.0,96.5,182.5,UNDERMATURE
21/05/18 14:46,186.5,143.5,99.0,184.0,UNDERMATURE
21/05/18 15:16,188.5,143.5,98.0,185.0,UNDERMATURE
21/05/18 15:47,189.0,143.5,95.5,185.5,UNDERMATURE
21/05/18 16:17,189.5,145.0,93.5,187.5,UNDERMATURE
21/05/18 16:47,187.5,145.5,97.0,186.5,UNDERMATURE
21/05/18 17:17,188.5,145.0,94.5,187.5,UNDERMATURE
21/05/18 17:47,189.0,143.5,95.5,187.5,UNDERMATURE
21/05/18 18:17,188.5,145.5,96.0,186.5,UNDERMATURE
21/05/18 18:47,189.0,146.0,98.0,187.5,UNDERMATURE
21/05/18 19:18,189.5,142.5,96.0,187.5,UNDERMATURE
21/05/18 19:48,188.5,145.5,94.5,187.5,UNDERMATURE
21/05/18 20:18,189.5,144.5,96.5,187.0,UNDERMATURE
21/05/18 20:48,189.5,144.0,94.5,188.5,UNDERMATURE
21/05/18 21:18,192.0,145.0,95.0,187.5,UNDERMATURE
21/05/18 21:48,189.5,143.5,96.0,187.5,UNDERMATURE
21/05/18 22:19,190.5,141.5,95.5,187.5,UNDERMATURE
21/05/18 22:49,189.5,145.0,97.5,187.5,UNDERMATURE
21/05/18 23:19,190.5,143.0,97.0,187.0,UNDERMATURE
21/05/18 23:49,188.5,142.5,94.0,187.5,UNDERMATURE
22/05/18 00:19,191.5,144.5,97.5,188.0,UNDERMATURE
22/05/18 00:49,189.0,142.5,95.5,187.5,UNDERMATURE
22/05/18 01:20,191.5,143.5,97.0,188.0,UNDERMATURE
22/05/18 01:50,189.5,144.0,95.0,187.0,UNDERMATURE
22/05/18 02:20,191.0,145.0,97.0,188.0,UNDERMATURE
22/05/18 02:50,193.0,141.0,97.0,186.5,UNDERMATURE
22/05/18 03:20,189.5,142.0,97.5,188.0,UNDERMATURE
22/05/18 03:50,191.0,144.0,97.0,188.0,UNDERMATURE
22/05/18 04:20,190.5,144.5,95.5,188.0,UNDERMATURE
22/05/18 04:51,191.0,142.0,97.0,188.0,UNDERMATURE
22/05/18 05:21,191.5,145.0,96.0,187.0,UNDERMATURE
22/05/18 05:51,191.5,144.5,95.5,188.0,UNDERMATURE
22/05/18 06:21,192.0,140.0,96.5,187.5,UNDERMATURE
22/05/18 06:51,193.0,144.5,97.5,188.5,UNDERMATURE
22/05/18 07:21,190.5,140.5,96.5,189.0,UNDERMATURE
22/05/18 07:52,193.0,142.5,96.0,188.0,UNDERMATURE
22/05/18 08:22,183.0,147.0,99.5,183.0,UNDERMATURE
22/05/18 08:52,189.5,144.0,100.0,185.0,UNDERMATURE
22/05/18 09:22,186.5,145.5,99.0,186.0,UNDERMATURE
22/05/18 09:52,188.5,147.0,98.0,190.0,UNDERMATURE
22/05/18 10:22,189.0,147.5,99.0,188.5,UNDERMATURE
22/05/18 10:53,187.0,149.0,99.0,188.5,UNDERMATURE
22/05/18 11:23,189.5,144.0,98.5,188.5,UNDERMATURE
22/05/18 11:53,190.0,150.0,99.5,187.5,UNDERMATURE
22/05/18 12:23,194.5,145.0,98.0,188.5,UNDERMATURE
22/05/18 12:53,187.5,145.5,97.0,188.5,UNDERMATURE
22/05/18 13:23,187.0,147.0,99.0,190.0,UNDERMATURE
22/05/18 13:53,188.5,149.0,98.5,189.5,UNDERMATURE
22/05/18 14:24,189.0,142.0,100.0,188.0,UNDERMATURE
22/05/18 14:54,190.5,145.5,96.0,189.0,UNDERMATURE
22/05/18 15:24,190.0,146.0,98.0,189.0,UNDERMATURE
22/05/18 15:54,189.0,149.0,100.0,189.0,UNDERMATURE
22/05/18 16:24,181.5,145.5,101.5,183.0,UNDERMATURE
22/05/18 16:54,184.0,144.5,99.0,183.0,UNDERMATURE
22/05/18 17:25,189.0,149.5,99.0,192.0,UNDERMATURE
22/05/18 17:55,189.5,147.5,100.0,190.5,UNDERMATURE
22/05/18 18:25,191.0,146.5,102.0,190.5,UNDERMATURE
22/05/18 18:55,188.5,147.5,102.0,191.0,UNDERMATURE
22/05/18 19:25,190.5,150.5,100.5,191.0,UNDERMATURE
22/05/18 19:55,190.0,148.5,99.0,190.5,UNDERMATURE
22/05/18 20:25,192.0,149.0,100.0,192.0,UNDERMATURE
22/05/18 20:56,193.5,148.0,97.5,189.5,UNDERMATURE
22/05/18 21:26,188.0,148.5,100.0,189.5,UNDERMATURE
22/05/18 21:56,190.5,148.0,102.0,191.5,UNDERMATURE
22/05/18 22:26,193.5,146.5,101.0,191.0,UNDERMATURE
22/05/18 22:56,191.5,146.5,100.5,192.0,UNDERMATURE
22/05/18 23:26,191.5,148.5,100.5,191.0,UNDERMATURE
22/05/18 23:57,189.5,151.0,100.5,191.5,UNDERMATURE
23/05/18 00:27,191.5,145.0,99.5,190.0,UNDERMATURE
23/05/18 00:57,189.5,151.0,100.5,192.5,UNDERMATURE
23/05/18 01:27,191.5,148.5,99.5,191.0,UNDERMATURE
23/05/18 01:57,190.0,152.0,100.5,192.5,UNDERMATURE
23/05/18 02:27,192.0,146.0,100.0,189.5,UNDERMATURE
23/05/18 02:57,192.0,150.0,101.0,192.0,UNDERMATURE
23/05/18 03:28,191.0,144.5,101.0,190.0,UNDERMATURE
23/05/18 03:58,190.0,149.5,100.5,192.5,UNDERMATURE
23/05/18 04:28,190.5,147.0,101.0,191.5,UNDERMATURE
23/05/18 04:58,190.0,146.0,101.0,193.0,UNDERMATURE
23/05/18 05:28,192.5,146.0,100.5,191.5,UNDERMATURE
23/05/18 05:58,193.0,153.0,101.5,193.0,UNDERMATURE
23/05/18 06:29,194.5,148.0,99.5,191.5,UNDERMATURE
23/05/18 06:59,191.0,149.0,100.5,193.0,UNDERMATURE
23/05/18 07:29,194.0,145.0,99.5,192.0,UNDERMATURE
23/05/18 07:59,183.5,146.5,101.0,187.0,UNDERMATURE
23/05/18 08:29,190.0,145.5,102.5,189.0,UNDERMATURE
23/05/18 08:59,192.5,148.5,100.0,189.5,UNDERMATURE
23/05/18 09:29,194.5,144.5,99.5,192.0,UNDERMATURE
23/05/18 10:00,191.5,147.0,102.5,194.0,UNDERMATURE
23/05/18 10:30,192.0,146.5,102.5,192.5,UNDERMATURE
23/05/18 11:00,192.0,146.5,100.0,194.0,UNDERMATURE
23/05/18 11:30,194.5,146.0,101.5,191.5,UNDERMATURE
23/05/18 12:00,189.0,149.0,103.0,191.0,UNDERMATURE
23/05/18 12:30,191.5,150.0,102.0,192.5,UNDERMATURE
23/05/18 13:01,192.0,148.5,102.0,191.0,UNDERMATURE
23/05/18 13:31,191.0,150.0,101.5,194.5,UNDERMATURE
23/05/18 14:01,198.0,148.5,102.5,192.5,UNDERMATURE
23/05/18 14:31,189.5,147.0,102.5,194.0,UNDERMATURE
23/05/18 15:01,192.5,147.0,101.5,192.0,UNDERMATURE
23/05/18 15:31,193.0,147.5,101.5,193.0,UNDERMATURE
23/05/18 16:01,190.5,149.0,102.0,195.0,UNDERMATURE
23/05/18 16:32,185.5,146.5,103.0,189.5,UNDERMATURE
23/05/18 17:02,186.5,152.0,104.0,187.5,UNDERMATURE
23/05/18 17:32,185.0,147.0,102.0,191.0,UNDERMATURE
23/05/18 18:02,187.0,144.0,102.0,204.0,UNDERMATURE
23/05/18 18:32,194.0,145.0,100.0,220.0,UNDERMATURE
23/05/18 19:02,199.0,145.0,102.0,224.0,UNDERMATURE
23/05/18 19:33,194.0,147.0,101.0,224.0,UNDERMATURE
23/05/18 20:03,197.0,148.0,102.0,224.0,UNDERMATURE
23/05/18 20:33,195.0,153.0,101.0,223.0,UNDERMATURE
23/05/18 21:03,196.0,147.0,102.0,223.0,UNDERMATURE
23/05/18 21:33,197.0,150.0,104.0,225.0,UNDERMATURE
23/05/18 22:03,194.0,147.0,98.0,224.0,UNDERMATURE
23/05/18 22:33,195.0,149.0,104.0,225.0,UNDERMATURE
23/05/18 23:04,196.0,147.0,104.0,225.0,UNDERMATURE
23/05/18 23:34,193.0,145.0,103.0,225.0,UNDERMATURE
24/05/18 00:04,197.0,155.0,105.0,226.0,UNDERMATURE
24/05/18 00:34,196.0,150.0,104.0,225.0,UNDERMATURE
24/05/18 01:04,196.0,152.0,104.0,227.0,UNDERMATURE
24/05/18 01:34,196.0,148.0,104.0,226.0,UNDERMATURE
24/05/18 02:05,196.0,148.0,105.0,226.0,UNDERMATURE
24/05/18 02:35,195.0,147.0,103.0,227.0,UNDERMATURE
24/05/18 03:05,201.0,146.0,101.0,226.0,UNDERMATURE
24/05/18 03:35,198.0,147.0,103.0,227.0,UNDERMATURE
24/05/18 04:05,198.0,151.0,104.0,226.0,UNDERMATURE
24/05/18 04:35,196.0,149.0,98.0,226.0,UNDERMATURE
24/05/18 05:06,196.0,149.0,104.0,228.0,UNDERMATURE
24/05/18 05:36,195.0,148.0,104.0,227.0,UNDERMATURE
24/05/18 06:06,201.0,146.0,104.0,227.0,UNDERMATURE
24/05/18 06:36,199.0,147.0,104.0,228.0,UNDERMATURE
24/05/18 07:06,196.0,145.0,101.0,227.0,UNDERMATURE
24/05/18 07:36,197.0,147.0,100.0,227.0,UNDERMATURE
24/05/18 08:06,197.0,154.0,104.0,228.0,UNDERMATURE
24/05/18 08:37,200.0,148.0,104.0,227.0,UNDERMATURE
24/05/18 09:07,198.0,148.0,104.0,227.0,UNDERMATURE
24/05/18 09:37,198.0,149.0,105.0,228.0,UNDERMATURE
24/05/18 10:07,199.0,152.0,104.0,228.0,UNDERMATURE
24/05/18 10:37,200.0,146.0,104.0,229.0,UNDERMATURE
24/05/18 11:07,202.0,152.0,103.0,230.0,UNDERMATURE
24/05/18 11:38,201.0,146.0,104.0,229.0,UNDERMATURE
24/05/18 12:08,196.0,145.0,106.0,229.0,UNDERMATURE
24/05/18 12:38,197.0,154.0,106.0,229.0,UNDERMATURE
24/05/18 13:08,192.0,147.0,106.0,214.0,UNDERMATURE
24/05/18 13:38,199.0,152.0,103.0,225.0,UNDERMATURE
24/05/18 14:08,198.0,146.0,103.0,231.0,UNDERMATURE
24/05/18 14:38,199.0,152.0,104.0,232.0,UNDERMATURE
24/05/18 15:09,201.0,146.0,105.0,230.0,UNDERMATURE
24/05/18 15:39,198.0,149.0,103.0,231.0,UNDERMATURE
24/05/18 16:09,200.0,147.0,105.0,231.0,UNDERMATURE
24/05/18 16:39,201.0,147.0,104.0,230.0,UNDERMATURE
24/05/18 17:09,200.0,148.0,107.0,231.0,UNDERMATURE
24/05/18 17:39,201.0,151.0,107.0,231.0,UNDERMATURE
24/05/18 18:10,193.0,150.0,106.0,217.0,UNDERMATURE
24/05/18 18:40,202.0,165.0,109.0,224.0,NEARLYMATURE
24/05/18 19:10,198.0,164.0,109.0,234.0,NEARLYMATURE
24/05/18 19:40,200.0,158.0,108.0,234.0,NEARLYMATURE
24/05/18 20:10,199.0,159.0,110.0,235.0,NEARLYMATURE
24/05/18 20:40,200.0,163.0,109.0,234.0,NEARLYMATURE
24/05/18 21:11,204.0,162.0,107.0,234.0,NEARLYMATURE
24/05/18 21:41,205.0,159.0,109.0,234.0,NEARLYMATURE
24/05/18 22:11,202.0,161.0,109.0,234.0,NEARLYMATURE
24/05/18 22:41,200.0,159.0,107.0,235.0,NEARLYMATURE
24/05/18 23:11,200.0,163.0,107.0,235.0,NEARLYMATURE
24/05/18 23:41,203.0,157.0,108.0,234.0,NEARLYMATURE
25/05/18 00:11,200.0,159.0,108.0,233.0,NEARLYMATURE
25/05/18 00:42,203.0,161.0,110.0,234.0,NEARLYMATURE
25/05/18 01:12,204.0,156.0,109.0,234.0,NEARLYMATURE
25/05/18 01:42,202.0,162.0,106.0,234.0,NEARLYMATURE
25/05/18 02:12,200.0,161.0,110.0,234.0,NEARLYMATURE
25/05/18 02:42,201.0,163.0,109.0,236.0,NEARLYMATURE
25/05/18 03:12,204.0,160.0,106.0,236.0,NEARLYMATURE
25/05/18 03:42,200.0,160.0,111.0,236.0,NEARLYMATURE
25/05/18 04:13,203.0,156.0,110.0,235.0,NEARLYMATURE
25/05/18 04:43,201.0,166.0,112.0,234.0,NEARLYMATURE
25/05/18 05:13,200.0,171.0,112.0,236.0,NEARLYMATURE
25/05/18 05:43,201.0,159.0,111.0,235.0,NEARLYMATURE
25/05/18 06:13,202.0,159.0,111.0,235.0,NEARLYMATURE
25/05/18 06:43,202.0,164.0,109.0,235.0,NEARLYMATURE
25/05/18 07:14,201.0,154.0,112.0,228.0,NEARLYMATURE
25/05/18 07:44,203.0,156.0,111.0,227.0,NEARLYMATURE
25/05/18 08:14,201.0,162.0,111.0,235.0,NEARLYMATURE
25/05/18 08:44,200.0,160.0,108.0,236.0,NEARLYMATURE
25/05/18 09:14,202.0,159.0,109.0,235.0,NEARLYMATURE
25/05/18 09:44,201.0,159.0,109.0,236.0,NEARLYMATURE
25/05/18 10:14,204.0,161.0,112.0,237.0,NEARLYMATURE
25/05/18 10:45,201.0,161.0,111.0,229.0,NEARLYMATURE
25/05/18 11:15,198.0,156.0,106.0,227.0,NEARLYMATURE
25/05/18 11:45,201.0,157.0,111.0,227.0,NEARLYMATURE
25/05/18 12:15,202.0,155.0,110.0,227.0,NEARLYMATURE
25/05/18 12:45,201.0,164.0,109.0,232.0,NEARLYMATURE
25/05/18 13:15,200.0,163.0,106.0,237.0,NEARLYMATURE
25/05/18 13:46,202.0,163.0,113.0,236.0,NEARLYMATURE
25/05/18 14:16,215.0,164.0,106.0,12.0,MATURE
25/05/18 14:46,207.0,162.0,109.0,12.0,MATURE
25/05/18 15:16,209.0,161.0,111.0,12.0,MATURE
25/05/18 15:46,210.0,164.0,111.0,12.0,MATURE
25/05/18 16:16,209.0,159.0,110.0,12.0,MATURE
25/05/18 16:46,214.0,162.0,107.0,12.0,MATURE
25/05/18 17:17,203.0,163.0,113.0,237.0,MATURE
25/05/18 17:47,200.0,167.0,113.0,237.0,MATURE
25/05/18 18:17,201.0,162.0,111.0,237.0,MATURE
25/05/18 18:47,201.0,160.0,112.0,238.0,MATURE
25/05/18 19:17,212.0,163.0,111.0,12.0,MATURE
25/05/18 19:47,211.0,162.0,108.0,12.0,MATURE
25/05/18 20:17,201.0,163.0,113.0,237.0,MATURE
25/05/18 20:48,202.0,162.0,113.0,238.0,MATURE
25/05/18 21:18,200.0,163.0,113.0,238.0,MATURE
25/05/18 21:48,211.0,163.0,108.0,12.0,MATURE
25/05/18 22:18,208.0,162.0,110.0,12.0,MATURE
25/05/18 22:48,207.0,167.0,110.0,12.0,MATURE
25/05/18 23:18,211.0,165.0,109.0,12.0,MATURE
25/05/18 23:49,210.0,163.0,110.0,12.0,MATURE
26/05/18 00:19,202.0,165.0,113.0,236.0,MATURE
26/05/18 00:49,204.0,160.0,113.0,238.0,MATURE
26/05/18 01:19,208.0,164.0,110.0,14.0,MATURE
26/05/18 01:49,208.0,161.0,103.0,14.0,MATURE
26/05/18 02:19,202.0,163.0,113.0,237.0,MATURE
26/05/18 02:49,205.0,161.0,113.0,237.0,MATURE
26/05/18 03:20,209.0,161.0,105.0,14.0,MATURE
26/05/18 03:50,210.0,164.0,112.0,236.0,MATURE
26/05/18 04:20,202.0,161.0,113.0,237.0,MATURE
26/05/18 04:50,202.0,161.0,109.0,237.0,MATURE
26/05/18 05:20,209.0,163.0,111.0,14.0,MATURE
26/05/18 05:50,208.0,160.0,110.0,14.0,MATURE
26/05/18 06:21,210.0,163.0,110.0,14.0,MATURE
26/05/18 06:51,208.0,161.0,108.0,12.0,MATURE
26/05/18 07:21,188.0,137.0,117.0,203.0,MATURE
26/05/18 07:51,204.0,161.0,113.0,232.0,MATURE
26/05/18 08:21,205.0,165.0,112.0,237.0,MATURE
26/05/18 08:51,205.0,166.0,112.0,237.0,MATURE
26/05/18 09:21,204.0,161.0,112.0,237.0,MATURE
26/05/18 09:52,206.0,165.0,112.0,11.0,MATURE
26/05/18 10:22,205.0,162.0,113.0,236.0,MATURE
26/05/18 10:52,205.0,165.0,112.0,235.0,MATURE
26/05/18 11:22,204.0,166.0,112.0,234.0,MATURE
26/05/18 11:52,205.0,163.0,113.0,236.0,MATURE
26/05/18 12:22,202.0,169.0,113.0,236.0,MATURE
26/05/18 12:53,206.0,164.0,112.0,10.0,MATURE
26/05/18 13:23,207.0,165.0,109.0,10.0,MATURE
26/05/18 13:53,204.0,163.0,113.0,237.0,MATURE
26/05/18 14:23,204.0,164.0,113.0,236.0,MATURE
26/05/18 14:53,205.0,162.0,113.0,236.0,MATURE
26/05/18 15:23,204.0,164.0,113.0,237.0,MATURE
26/05/18 15:53,202.0,164.0,113.0,236.0,MATURE
26/05/18 16:24,204.0,162.0,113.0,235.0,MATURE
26/05/18 16:54,202.0,166.0,113.0,235.0,MATURE
26/05/18 17:24,204.0,161.0,113.0,234.0,MATURE
26/05/18 17:54,185.0,137.0,118.0,191.0,MATURE
26/05/18 18:24,204.0,165.0,112.0,231.0,MATURE
26/05/18 18:54,205.0,161.0,113.0,235.0,MATURE
26/05/18 19:24,205.0,165.0,113.0,235.0,MATURE
26/05/18 19:55,207.0,164.0,113.0,23.0,MATURE
26/05/18 20:25,205.0,163.0,109.0,235.0,MATURE
26/05/18 20:55,206.0,163.0,111.0,21.0,MATURE
26/05/18 21:25,205.0,162.0,113.0,235.0,MATURE
26/05/18 21:55,205.0,166.0,113.0,235.0,MATURE
26/05/18 22:25,205.0,166.0,113.0,235.0,MATURE
26/05/18 22:56,203.0,167.0,113.0,235.0,MATURE
26/05/18 23:26,205.0,161.0,113.0,234.0,MATURE
26/05/18 23:56,206.0,164.0,111.0,24.0,MATURE
27/05/18 00:26,205.0,163.0,113.0,233.0,MATURE
27/05/18 00:56,203.0,162.0,113.0,233.0,MATURE
27/05/18 01:26,203.0,164.0,113.0,232.0,MATURE
27/05/18 01:56,204.0,165.0,113.0,232.0,MATURE
27/05/18 02:27,205.0,162.0,113.0,235.0,MATURE
27/05/18 02:57,204.0,166.0,113.0,233.0,MATURE
27/05/18 03:27,203.0,162.0,113.0,232.0,MATURE
27/05/18 03:57,205.0,163.0,113.0,232.0,MATURE
27/05/18 04:27,205.0,163.0,113.0,234.0,MATURE
27/05/18 04:57,203.0,161.0,113.0,233.0,MATURE
27/05/18 05:28,200.0,165.0,113.0,232.0,MATURE
27/05/18 05:58,203.0,161.0,113.0,235.0,MATURE
27/05/18 06:28,203.0,160.0,113.0,235.0,MATURE
03/06/18 17:23,180.0,147.0,100.0,179.0,UNDERMATURE
03/06/18 17:53,177.0,144.0,97.0,179.0,UNDERMATURE
03/06/18 18:23,182.0,144.0,96.0,190.0,UNDERMATURE
03/06/18 18:54,183.0,145.0,94.0,190.0,UNDERMATURE
03/06/18 19:24,184.0,144.0,95.0,187.0,UNDERMATURE
03/06/18 19:54,179.0,148.0,98.0,189.0,UNDERMATURE
03/06/18 20:24,183.0,147.0,98.0,189.0,UNDERMATURE
03/06/18 20:54,182.0,146.0,97.0,188.0,UNDERMATURE
03/06/18 21:24,182.0,141.0,95.0,189.0,UNDERMATURE
03/06/18 21:54,182.0,141.0,92.0,190.0,UNDERMATURE
03/06/18 22:25,187.0,146.0,94.0,188.0,UNDERMATURE
03/06/18 22:55,181.0,146.0,97.0,188.0,UNDERMATURE
03/06/18 23:25,183.0,157.0,96.0,27.0,UNDERMATURE
03/06/18 23:55,183.0,143.0,93.0,190.0,UNDERMATURE
04/06/18 00:25,190.0,144.0,96.0,188.0,UNDERMATURE
04/06/18 00:55,188.0,141.0,96.0,188.0,UNDERMATURE
04/06/18 01:26,182.0,146.0,95.0,190.0,UNDERMATURE
04/06/18 01:56,182.0,145.0,95.0,191.0,UNDERMATURE
04/06/18 02:26,183.0,141.0,96.0,188.0,UNDERMATURE
04/06/18 02:56,182.0,141.0,96.0,190.0,UNDERMATURE
04/06/18 03:26,184.0,142.0,95.0,191.0,UNDERMATURE
04/06/18 03:56,183.0,142.0,95.0,189.0,UNDERMATURE
04/06/18 04:26,183.0,143.0,95.0,189.0,UNDERMATURE
04/06/18 04:57,183.0,146.0,97.0,190.0,UNDERMATURE
04/06/18 05:27,181.0,150.0,96.0,191.0,UNDERMATURE
04/06/18 05:57,183.0,143.0,93.0,189.0,UNDERMATURE
04/06/18 06:27,181.0,142.0,97.0,189.0,UNDERMATURE
04/06/18 06:57,180.0,142.0,98.0,190.0,UNDERMATURE
04/06/18 07:27,182.0,147.0,97.0,191.0,UNDERMATURE
04/06/18 07:58,182.0,144.0,97.0,189.0,UNDERMATURE
04/06/18 08:28,183.0,141.0,97.0,190.0,UNDERMATURE
04/06/18 08:58,184.0,144.0,95.0,191.0,UNDERMATURE
04/06/18 09:28,181.0,142.0,99.0,175.0,UNDERMATURE
04/06/18 09:58,181.0,140.5,97.5,176.5,UNDERMATURE
04/06/18 10:28,182.0,143.0,99.0,189.0,UNDERMATURE
04/06/18 10:59,181.0,144.0,98.0,191.0,UNDERMATURE
04/06/18 11:29,183.0,140.0,95.0,188.0,UNDERMATURE
04/06/18 11:59,175.0,144.0,103.0,171.5,UNDERMATURE
04/06/18 12:29,180.5,145.5,99.0,176.5,UNDERMATURE
04/06/18 12:59,181.0,145.5,101.0,176.0,UNDERMATURE
04/06/18 13:29,179.5,145.0,100.0,176.5,UNDERMATURE
04/06/18 13:59,180.5,144.0,99.5,176.5,UNDERMATURE
04/06/18 14:30,179.5,145.0,99.0,176.5,UNDERMATURE
04/06/18 15:00,183.0,144.5,99.5,176.5,UNDERMATURE
04/06/18 15:30,182.0,144.0,100.5,175.5,UNDERMATURE
04/06/18 16:00,180.0,143.5,101.0,176.5,UNDERMATURE
04/06/18 16:30,181.0,144.0,101.0,176.5,UNDERMATURE
04/06/18 17:00,179.5,141.5,102.0,176.5,UNDERMATURE
04/06/18 17:31,181.5,145.5,101.0,175.5,UNDERMATURE
04/06/18 18:01,181.0,146.0,102.0,176.5,UNDERMATURE
04/06/18 18:31,181.0,145.0,100.5,176.5,UNDERMATURE
04/06/18 19:01,181.5,142.0,101.0,176.5,UNDERMATURE
04/06/18 19:31,183.5,144.0,99.5,176.5,UNDERMATURE
04/06/18 20:01,183.0,147.0,101.5,176.5,UNDERMATURE
04/06/18 20:31,181.0,144.5,100.0,176.5,UNDERMATURE
04/06/18 21:02,180.5,145.5,101.0,177.0,UNDERMATURE
04/06/18 21:32,180.5,147.0,103.0,176.0,UNDERMATURE
04/06/18 22:02,181.0,146.5,101.0,177.5,UNDERMATURE
04/06/18 22:32,183.0,143.5,101.0,176.5,UNDERMATURE
04/06/18 23:02,183.0,144.5,101.5,176.0,UNDERMATURE
04/06/18 23:32,182.0,144.5,102.0,176.0,UNDERMATURE
05/06/18 00:03,180.0,142.5,101.5,175.0,UNDERMATURE
05/06/18 00:33,180.5,142.5,102.0,176.0,UNDERMATURE
05/06/18 01:03,181.5,143.5,101.5,176.0,UNDERMATURE
05/06/18 01:33,179.0,142.5,99.0,175.5,UNDERMATURE
05/06/18 02:03,180.0,143.0,98.0,176.5,UNDERMATURE
05/06/18 02:33,181.0,143.5,101.0,176.5,UNDERMATURE
05/06/18 03:03,179.5,145.0,100.0,177.5,UNDERMATURE
05/06/18 03:34,181.5,142.5,96.5,176.5,UNDERMATURE
05/06/18 04:04,181.5,145.5,101.0,178.0,UNDERMATURE
05/06/18 04:34,183.5,141.5,101.0,175.5,UNDERMATURE
05/06/18 05:04,182.5,147.0,102.5,178.0,UNDERMATURE
05/06/18 05:34,180.5,143.5,103.0,177.0,UNDERMATURE
05/06/18 06:04,181.5,145.0,100.5,178.5,UNDERMATURE
