,b_max,a_max,a_min,L_median,maturity
09/07/18 00:56,160.0,141.0,109.5,111.5,UNDERMATURE
09/07/18 01:26,159.5,138.5,108.5,111.5,UNDERMATURE
09/07/18 01:56,159.0,140.0,109.0,112.0,UNDERMATURE
09/07/18 02:27,159.0,142.5,110.0,107.5,UNDERMATURE
09/07/18 02:57,161.0,143.5,108.5,108.0,UNDERMATURE
09/07/18 03:27,160.0,140.5,109.0,111.0,UNDERMATURE
09/07/18 03:57,160.0,141.5,109.5,107.5,UNDERMATURE
09/07/18 04:27,158.5,141.5,109.0,107.5,UNDERMATURE
09/07/18 04:57,160.0,140.0,109.5,112.0,UNDERMATURE
09/07/18 05:28,159.5,138.5,108.0,111.5,UNDERMATURE
09/07/18 05:58,160.5,140.0,109.0,108.0,UNDERMATURE
09/07/18 06:28,160.5,141.0,108.5,107.5,UNDERMATURE
09/07/18 06:58,160.0,140.0,109.5,107.5,UNDERMATURE
09/07/18 07:28,159.5,141.5,108.5,107.0,UNDERMATURE
09/07/18 07:58,158.5,143.0,108.5,107.5,UNDERMATURE
09/07/18 08:29,161.5,140.0,107.5,107.5,UNDERMATURE
09/07/18 08:59,159.0,140.0,108.5,111.5,UNDERMATURE
09/07/18 09:29,160.0,138.0,109.5,111.5,UNDERMATURE
09/07/18 09:59,159.5,143.0,109.0,107.5,UNDERMATURE
09/07/18 10:29,164.0,141.0,107.5,130.5,UNDERMATURE
09/07/18 10:59,163.0,142.0,106.0,131.0,UNDERMATURE
09/07/18 11:30,162.5,142.0,105.0,132.0,UNDERMATURE
09/07/18 12:00,163.5,139.5,105.0,130.5,UNDERMATURE
09/07/18 12:30,164.5,140.0,106.0,129.5,UNDERMATURE
09/07/18 13:00,159.5,141.5,108.5,107.5,UNDERMATURE
09/07/18 13:30,162.0,139.5,109.5,107.0,UNDERMATURE
09/07/18 14:00,160.0,140.0,109.0,107.5,UNDERMATURE
09/07/18 14:30,159.0,139.5,108.5,107.5,UNDERMATURE
09/07/18 15:01,160.0,140.0,108.0,107.5,UNDERMATURE
09/07/18 15:31,160.5,140.0,108.0,107.5,UNDERMATURE
09/07/18 16:01,161.5,141.0,108.5,107.5,UNDERMATURE
09/07/18 16:31,158.0,140.0,108.0,107.0,UNDERMATURE
09/07/18 17:01,162.0,139.5,108.0,107.5,UNDERMATURE
09/07/18 17:31,159.0,139.5,108.5,107.5,UNDERMATURE
09/07/18 18:02,161.0,139.5,109.0,107.5,UNDERMATURE
09/07/18 18:32,159.0,139.5,109.0,108.5,UNDERMATURE
09/07/18 19:02,158.5,139.5,108.0,107.5,UNDERMATURE
09/07/18 19:32,159.0,140.0,109.0,107.5,UNDERMATURE
09/07/18 20:02,160.0,140.5,109.0,108.0,UNDERMATURE
09/07/18 20:16,158.0,142.0,110.0,108.0,UNDERMATURE
09/07/18 20:46,159.5,141.5,107.5,108.5,UNDERMATURE
09/07/18 21:16,159.0,139.0,107.5,108.5,UNDERMATURE
09/07/18 21:46,159.5,143.0,109.5,108.5,UNDERMATURE
09/07/18 22:17,160.0,140.0,108.5,112.5,UNDERMATURE
09/07/18 22:47,160.5,139.0,110.0,108.5,UNDERMATURE
09/07/18 23:17,159.5,140.5,109.0,109.0,UNDERMATURE
09/07/18 23:47,158.0,140.5,108.5,108.5,UNDERMATURE
10/07/18 00:17,161.0,139.5,108.5,108.5,UNDERMATURE
10/07/18 00:47,158.5,141.0,107.5,108.5,UNDERMATURE
10/07/18 01:17,160.0,142.0,107.5,108.5,UNDERMATURE
10/07/18 01:48,161.0,141.5,108.0,108.5,UNDERMATURE
10/07/18 02:18,159.5,139.5,109.5,109.0,UNDERMATURE
10/07/18 02:48,161.5,140.5,107.5,108.5,UNDERMATURE
10/07/18 03:18,160.0,141.0,108.0,108.0,UNDERMATURE
10/07/18 03:48,160.0,140.0,107.0,108.5,UNDERMATURE
10/07/18 04:18,159.5,141.5,109.5,109.0,UNDERMATURE
10/07/18 04:49,160.5,140.0,108.5,112.0,UNDERMATURE
10/07/18 05:19,159.5,139.5,109.0,112.5,UNDERMATURE
10/07/18 05:49,160.5,140.0,110.0,109.5,UNDERMATURE
10/07/18 06:19,160.0,140.5,110.0,109.0,UNDERMATURE
10/07/18 06:49,159.5,140.5,109.5,113.5,UNDERMATURE
10/07/18 07:19,160.0,138.5,108.5,112.0,UNDERMATURE
10/07/18 07:50,159.0,141.0,108.0,109.0,UNDERMATURE
10/07/18 08:20,158.5,141.5,109.0,109.0,UNDERMATURE
10/07/18 08:50,158.5,139.0,108.5,109.5,UNDERMATURE
10/07/18 09:20,160.0,140.0,109.0,109.5,UNDERMATURE
10/07/18 09:50,160.0,140.5,108.0,109.5,UNDERMATURE
10/07/18 10:20,161.5,140.5,109.0,124.0,UNDERMATURE
10/07/18 10:50,161.0,139.0,108.5,110.0,UNDERMATURE
10/07/18 11:21,159.0,139.0,109.5,110.0,UNDERMATURE
10/07/18 11:51,165.0,143.0,107.0,133.0,UNDERMATURE
